단어,뜻,문법,문장예시,반의어,복합어 숙어,유의어,테마 단어,파생어
existing,"['1. 기존의', '2. 존재하는', '3. 현재의', '4. 현존하는', '5. 현행의']","['동사', '기본 : exist']","['the existing law', '현행법', 'under the existing conditions', '현재의 상황에서는.']",-1,"['pre existing 이전부터 존재하는, 선재의', 'the existing treatment facility 기존의 치료 시설', 'existing production capabilities 현재의 생산 능력', 'improve existing health-care benefits and job security 기존의 건강 보험 혜택과 고용 보장을 증진시키다', 'our existing budget 기존의 예산']","['real 진짜의, 실제의, 진정한, 정말로, 실질의', 'active 능동적인, 활동적인, 적극적인, 활발한, 현역의', 'alive 살아 있는, 생기에 넘치는, 이 세상의, 계속하여, 생생한', 'actual 실제의, 사실상의, 진짜의, 현재의', 'continuing 갱신할 필요가 없는, 연속된, 계속적인']",-1,"['exist 존재하다, 있다, 살다, 나타나다', 'existence 존재, 현존, 생존, 생활, 실체', 'coexist 공존하다, 같은 때에 존재하다, 평화 공존하다', 'nonexistent 존재하지 않는', 'pre existing 이전부터 존재하는, 선재의']"
innovative,"['1. 혁신적인', '2. 독창적인', '3. 획기적인']","['형용사', '비교급 : more innovative', '최상급 : most innovative']",[],-1,"['innovative products 혁신적인 제품', 'fresh and innovative idea 신선하고 획기적인 아이디어', 'fresh and innovative 참신하고 혁신적인', 'an innovative approach 혁신적인 방식']","['new 새로운, 새, 최근의, 신..., 뉴', 'recent 최근, 최신', 'latest 최근의, 이번, 최신의, 새로운, 최종', 'modern 현대의, 근대의, 오늘날의, 현재, 모던', 'original 원래의, 원본의, 최초의, 독창적인, 창작의']",-1,"['innovation 혁신, 획기적인', 'innovator 혁신자, 도입자', 'innovate 혁신하다, 쇄신하다, 도입하다']"
handle,"['1. 처리하다', '2. 다루다', '3. 감당하다', '4. 손잡이', '5. 만지다']","['동사', '기본 : handle', '과거 : handled', '과거분사 : handled', '현재분사 : handling', '3인칭단수 : handles', '명사', '기본 : handle', '복수 : handles']","['a teacup with a broken handle', '손잡이가 깨진 찻잔.', 'a broom handle', '빗자루 손잡이', 'turn a handle', '손잡이를 돌리다', 'pull a handle', '손잡이를 당기다', 'a door handle', '문 손잡이', 'provide a handle for gossip', '가십 거리를 제공하다.', 'Please do not handle the exhibits.', '전시품에 손대지 마십시오', 'Handle with care.', '(게시) 취급 주의.', 'handle the household accounts', '가계를 꾸려나가다', 'handle a child roughly', '아이를 거칠게 다루다', 'The play handled the racial problem sensitively.', '그 연극은 인종 문제를 예리하게 다루고 있었다', '""Could you videotape me, please?"" ""I don\'t know how to handle a video camera.""', '「비디오 좀 찍어 주시겠습니까?」 「저는 비디오 카메라를 만질 줄을 모르는데요.」', 'handle carefully[with care]', '조심히 다루다', 'well handled', '잘 처리하다', 'badly handled', '형편없이 처리하다', 'easily handle', '쉽게 처리하다', 'be able to handle', '처리할 수 있다', 'be difficult[hard] to handle', '처리하다 힘들다', 'be easy to handle', '처리하기 쉽다', 'be excellent at handling horses', '말을 썩 잘 다루다']",-1,"['door handle 도어 핸들, 손잡이', 'handle with care 조심해서 취급하다', 'long handle 타봉을 힘껏 휘드르기', 'handle a machine 기계를 다루다', 'push up on a handle 손잡이를 밀어 열다']","['feel 느끼다, 기분, 감정', 'order 명령하다, 질서, 주문하다, 순서, 제도', 'control 제어하다, 통제하다, 관리하다, 조절하다, 지배하다', 'rule 규칙, 규정, 통치하다, 지배하다, 법칙', 'drive 운전하다, 구동하다, 차로, 드라이브, 가다']",-1,"['handling 취급, 취급의, 손으로 만지기', 'handler 취급하는 사람, 트레이너, 세컨드']"
exceed,"['1. 넘어서다', '2. 초과하다', '3. 능가하다']","['동사', '기본 : exceed', '과거 : exceeded', '과거분사 : exceeded', '현재분사 : exceeding', '3인칭단수 : exceeds']","['exceed the speed[the weight] limit', '제한 속도[중량]를 초과하다', ""exceed one's powers"", '힘에 부치다', ""exceed one's authority"", '월권 행위를 하다', ""exceed one's expectation"", '예상을 뛰어넘다', 'His anger exceeds all control.', '그의 노염은 억제할 길이 없다.', 'exceed a person in knowledge[beauty]', '지식[미]에서 남보다 월등하다.']",-1,"['exceed the time limit 제한 시간을 초과하다', 'exceed the limits 정도를 넘다', 'exceed in number 수적으로 우세하다', 'exceed a speed limit 제한 속도를 넘다', ""exceed one's expense account 판공비를 과다하게 지출하다""]","['top 위, 최고인, 가장, 상위, 정상', 'break 깨다, 휴식, 부러지다, 고장나다, 중단하다', 'beat 이기다, 때리다, 물리치다, 비트, 뛰다', 'violate 위반하다, 침해하다, 어기다, 위배하다, 침입', 'surpass 넘어서다, 앞서다, 돌파하다, 초과하다, 극복하다']",-1,"['exceeding 대단한, 과도한, 보통 아닌']"
effect,"['1. 영향', '2. 효과', '3. 발효', '4. 결과', '5. 현상']","['동사', '기본 : effect', '과거 : effected', '과거분사 : effected', '현재분사 : effecting', '3인칭단수 : effects', '명사', '기본 : effect', '복수 : effects']","['cause and effect', '원인과 결과', 'The effects of the illness were not serious.', '그 병은 대수롭지 않았다.', 'have an effect', '영향이 있다', 'produce an effect', '영향을 미치다', 'show the effect', '영향을 드러내다', 'reduce the effect', '영향을 줄이다', 'a profound effect', '심각한 영향', 'an adverse effect', '악영향', 'a direct effect', '직접적인 영향', 'bring[carry] A into effect', 'A를 시행하다', 'come into effect', '시행되다', 'side [adverse] effects', '부작용[역효과]', 'the harmful effects of smoking', '흡연의 해로운 영향.', 'the greenhouse effect', '온실 효과', 'special effects', '특수 효과', 'sound effects', '음향 효과', 'visual effects', '시각 효과', 'assess the effect', '효과를 평가하다', 'take effect', '효과가 나타나다', 'examine[study] the effect', '효과를 검토하다']","['cause 원인, 초래하다, 일으키다, 명분, 발생하다']","['effect on 영향, 효과, 시행, 발효, 실시', 'go into effect 발효하다, 실시되다', 'greenhouse effect 온실 효과', 'to that effect 이런, 같이, 그런, 정도', 'adverse effect 부작용, 역효과, 악영향']","['end 종료, 끝나다, 말, 결국, 결과', 'issue 문제, 쟁점, 이슈, 사안, 발행하다', 'create 만들다, 만들어 내다, 창조하다, 제작하다, 생산하다', 'cause 원인, 초래하다, 일으키다, 명분, 발생하다', 'power 전력의, 힘, 권력, 파워, 권한']",-1,"['efficiency 효율, 능률, 효과, 경제성, 최적화', 'effective 효과적인, 효율적인, 효력있는, 유효한, 유능한', 'efficient 효율적인, 효과적, 능률적인, 유능한', 'effectively 효과적으로, 효율적으로, 사실상', 'effectiveness 효과적인, 유효성, 효율성, 실효성']"
insurance,"['1. 보험', '2. 보험금']","['명사', '기본 : insurance', '복수 : insurances']","['insurance against loss by fire', '화재로 인한 손해에 대한 보험', 'compulsory[voluntary] insurance', '강제[임의]보험', 'Are you covered by insurance?', '보험에 들어 있나요?', 'national insurance', '국민 보험 제도', 'social[medical] insurance', '사회[의료] 보험', 'travel medical', '여행 보험', 'unemployment medical', '실업 보험', 'medical against A', 'A에 대비한 보험', 'medical for[on] A', 'A를 위한 보험', 'maintain insurance', '보험을 유지하다', 'claim for ‥ on your insurance', '…에게 보험금을 청구하다', 'The damage is covered by insurance.', '그 손해는 보험금으로 보상됩니다.', 'buy insurance', '보험에 들다', 'cancel insurance', '보험을 해약하다', 'renew insurance', '보험을 갱신하다', 'sell insurance', '보험을 권유(하여 계약) 하다', ""take out insurance on[upon] one's house"", '집에 보험을 걸다', 'He has $20, 000 insurance.', '그는 2만 달러의 보험에 가입하고 있다.', 'take out insurance', '보험에 들다', 'have insurance', '보험에 들어 있다']",-1,"['health insurance 건강 보험, 의료 보험', 'life insurance 생명 보험', 'insurance company 보험 회사', 'medical insurance 의료 보험', 'insurance policy 보험 증권, 보험, 증권']","['guarantee 보장하다, 보증, 보호, 약속, 장담하다', 'coverage 보도, 커버리지 , 방송, 범위, 지역', 'allowance 용돈, 수당, 비용, 허용, 할당량']",-1,-1
inspection,"['1. 검사', '2. 감사', '3. 조사', '4. 점검', '5. 검증']","['명사', '기본 : inspection', '복수 : inspections']","['on closer inspection', '더 잘 조사해 보면', 'undergo a safety inspection', '(차 등의) 안전 점검을 받다.', 'aerial inspection', '공중 사찰', 'a tour of inspection', '시찰 여행', 'carry out an inspection', '시찰을 하다', 'pass inspection', '검사에 합격하다.']",-1,"['board of audit and inspection 감사원', 'site inspection 현지 시찰', 'on site inspection 현장 사찰', 'safety inspection 차량 검사', 'a close inspection 철저한 검열']","['study 연구, 조사, 공부, 검토하다, 관찰하다', 'stop 멈추다, 중단하다, 막다, 그만, 정지시키다', 'check 확인하다, 점검하다, 검사, 견제, 체크', 'investigation 조사, 연구, 수사, 감사', 'examination 시험, 검토, 검사, 조사, 진찰']",-1,"['inspect 검사하다, 조사하다, 면밀하게 살피다', 'inspector 검사자, 감독관, 경위, 시찰자']"
update,"['1. 업데이트', '2. 갱신', '3. 최신', '4. 새로운', '5. 정보']","['동사', '기본 : update', '과거 : updated', '과거분사 : updated', '현재분사 : updating', '3인칭단수 : updates', '명사', '기본 : update', '복수 : updates']","['an updated version of the data', '데이터의 최신판', 'update the information', '정보를 최신의 것으로 하다', 'This site is updated daily at 6 a.m.', '그 사이트는 매일 오전 6시에 갱신됩니다.', 'give an update', '업데이트 해 주다', 'provide an update', '업데이트를 제공하다', 'get an update', '업데이트 하다', 'receive an update', '업데이트를 받다']",-1,"['update on ~에 관련된 업데이트하다', 'update on traffic conditions 최신 교통 정보', 'master file update program 마스터파일갱신프로그램', 'give an update on ~에 대한 최신 정보를 제공하다', 'update to a new version 새 버전으로 업데이트하다']",-1,-1,-1
hardly,"['1. 거의 …할 것 같지 않다', '2. 거의 …아니다', '3. 가혹하게', '4. …하기 어렵다']",[],"['There is hardly any time left.', '시간이 거의 안 남았다', 'Hardly anybody knew it.', '거의 아무도 그것을 알지 못했다', 'I could hardly endure the pain.', '그 통증은 견딜 수 없을 정도였다', 'I have hardly[hardly have] any money.', '돈이 거의 없다.', 'I hardly ever spoke to them.', '나는 그들과 좀처럼 말을 하지 않았다(※hardly ever는 hardly보다 부정의 강도가 세서 좀처럼 일어나지 않는 것).', 'That report is hardly surprising.', '그 보고서는 전혀 놀랄 것이 없다', 'He is hardly more than a lad.', '그는 아직 미성년자에 불과하다.', 'Such a plan can hardly succeed.', '그러한 계획은 거의 성공할 것 같지 않다', 'He will hardly come today.', '그는 오늘 올 것 같지 않다.', 'I had hardly sat down to dinner when the phone rang.', '저녁을 먹으려고 앉자마자 전화벨이 울렸다.', 'Hardly had I get the phone when I got a dial tone.', '전화를 받자마자 발신음이 들렸다(※ [hardly＋had·be 동사＋주어]의 어순).', 'treat a person hardly', '남을 학대하다', 'think[speak] hardly of', '…을 나쁘게 생각하다[혹평하다]', 'You must not take it too hardly.', '그것을 너무 고깝게 생각지 마시오.']",-1,"['hardly any 거의 …않다, 별로 …않다', 'can hardly be free from ~로부터 거의 자유로울 수 없다', 'hardly have time to breathe 숨 쉴 겨를이 없다, 대단히 바쁘다', 'hardly at all 거의 ~하지 않는', 'deal hardly with 매몰차게 굴다']","['just 것만 , 그냥, 단지, 그저, 방금', 'barely 거의 …않다, 겨우, 간신히', 'rarely 드물게, 거의 ~하지 않는, 좀처럼 ~하지 않는, 조금도', 'seldom 거의…않다, 드물게, 좀처럼', 'scarcely 거의, 겨우, 가까스로']",-1,"['hard 열심히, 어려운, 힘든, 강경한, 고생', 'hardship 고난, 어려움, 궁핍, 고생', 'harden 굳히다, 강화하다, 무감각한, 강경하게 하다']"
roughly,"['1. 대략', '2. 거의', '3. 거칠게']",[],"[""Don't treat my cat roughly."", '내 고양이를 난폭하게 다루지 마라.', 'roughly speaking', '대충 말하면', 'estimated roughly', '어림잡아', 'The trip to Chicago takes roughly three hours by airplane.', '시카고까지 가는 데 비행기로 대략 세 시간 걸린다.']",-1,"['treat somebody roughly 거칠게 다루다', 'talk roughly 반말하다', 'roughly estimated 개산으로']","['about …에 대하여, 약…, 정도, 좀, 거의', 'almost 거의, 대부분, 약, …에 가까운, 하마터면', 'nearly 거의, 가까이', 'approximately 약…, …여, 대략, 정도', 'virtually 사실상, 거의, 가상으로, 실질적으로']",-1,"['rough 거친, 힘든, 대강의', 'roughness 거침, 꺼칠꺼칠함, 난폭함', 'roughen …을 거칠게하다, 거칠게 되다', 'roughage 조잡한 재료, 섬유질 식품, 거친 사료']"
refund,"['1. 환불하다', '2. 환급하다', '3. 반환하다', '4. 돌려주다', '5. 반품하다']","['동사', '기본 : refund', '과거 : refunded', '과거분사 : refunded', '현재분사 : refunding', '3인칭단수 : refunds', '명사', '복수 : refunds']","['Will my fare be refunded?', '운임을 돌려받을 수 있을까요?', 'He refunded (me) my money.', '그는 내가 지불한 돈을 돌려주었다.', '""I want to cancel my trip. Could I get a refund."" ""Yes, of course. Please complete this form.""', '「여행을 취소하려고 해요. 환불받을 수 있을까요?」 「네, 물론이죠. 이 서류를 작성하십시오.」', 'give[make] a refund', '환불하다', 'offer a refund', '환불을 제공하다', 'get a refund', '환불 받다', 'demand a refund', '환불을 요구하다']",-1,"['full refund 전액 환불', 'a full refund 전액 환불', 'refund money 환불하다', 'receive a full refund 전액을 환불 받다', 'ask for a refund 환불을 요청하다']",-1,"['directory 명단, 목록, 디렉터리', 'escalator 에스컬레이터', 'installment 할부금, 할부, 1회분', 'parking lot 주차장', 'receipt 영수증, 증서']","['fund 자금, 투자하다, 펀드', 'funding 자금 제공, 지원, 기금, 투자, 재정']"
recommendation,"['1. 추천', '2. 권고', '3. 의견', '4. 천거']",[],"['in recommendation of a person', '사람을 천거하여', 'by[through] the recommendation of a friend', '친구의 추천으로', 'I bought it on his recommendation.', '그의 권유로 그것을 샀다.', 'a personal recommendation', '개인적 추천', 'make a recommendation', '충고[권고]하다.', 'accept a recommendation', '권고를 받아들이다', 'follow a recommendation', '권고에 따르다', 'implement a recommendation', '권고를 실시하다', 'detailed recommendations', '자세한 권고', 'the main recommendation', '주요한 권고', 'a specific recommendation', '구체적인 권고', 'recommendations for A', 'A에 대한 권고', ""one's recommendation to A"", 'A를 향한 권고', 'a recommendation on A', 'A에 관한 권고', ""on[at] A's recommendation"", 'A의 권고로', 'recommendation (that)…', '…라는 권고']",-1,"['letter of recommendation 추천서', 'on the recommendation of ~의 추천에 따라', 'a letter of recommendation 추천장', 'get a recommendation 추천을 받다', 'in the recommendation of ~를 추천하여']","['plan 계획하다, 예정, 구상, 플랜, 의도', 'proposal 제안, 안, 계획, 제의, 청혼', 'suggestion 제안, 의견, 조언, 암시, 명제', 'submission 제출, 굴복, 복종, 지원']","['career 경력, 직업, 활동, 직장, 커리어', 'certificate 증서, 증권, 자격증, 학위, 상장', 'computer literacy 컴퓨터 사용 능력, 컴퓨터 언어의 식자력', 'cover letter covering letter, 자기소개서', 'curriculum vitae 이력서, 경력서, 이력']",-1
retire,"['1. 은퇴하다', '2. 퇴직하다', '3. 퇴역시키다', '4. 퇴임하다', '5. 물러나다']","['동사', '기본 : retire', '과거 : retired', '과거분사 : retired', '현재분사 : retiring', '3인칭단수 : retires']","['retire early', '정년 전에 퇴직하다', 'retire at the age of sixty', '60세로 퇴직하다', 'retire from business', '사업을 그만두다', 'retire on a pension', '연금을 타고 퇴직하다.', 'retire from the world', '은둔하다', ""retire to one's country home"", '시골 고향으로 은퇴하다', 'retire to[into] private life', '공직에서 물러서다, 은퇴하다', 'retire into oneself', '비사교적이 되다; 갑자기 침묵하다', ""retire to one's seat"", '자기 자리로 되돌아가다.', 'retire for the night', '잠자리에 들다.', 'The enemy retired in good order.', '적은 질서 정연하게 후퇴했다.', 'The shore retires in bays.', '해안은 군데군데 후미져서 만(灣)을 이루고 있다.', 'The general retired his soldiers from the battle.', '장군은 전투를 중지하고 병력을 철수시켰다.']",-1,"['retire from ~에서 은퇴하다', 'retire to ~로 후퇴하다', 'retire from politics 정계를 떠나다', 'retire from public service 산야에 숨다', 'retire from political life 정계에서 용퇴하다']","['go 가다, 계속하다, 떠나다, 출발하다', 'leave 떠나다, 남기다, 맡기다, 출발하다', 'separate 분리하다, 개별적인, 별거하다, 구분하다, 흩어지다', 'remove 제거하다, 없애다, 삭제하다, 치우다, 떼다', 'withdraw 철수하다, 철회하다, 인출하다, 취소하다, 포기']","['discharge 제대하다, 방출하다, 퇴원하다, 해고하다, 석방하다', 'dismiss 일축하다, 해고하다, 기각하다, 무시하다, 각하하다', 'early retirement 조기 퇴직', 'performance appraisal 업적 평가', 'promote 홍보하다, 촉진하다, 증진하다, 승진하다, 조장하다']","['retirement 은퇴, 퇴직, 퇴임', 'retired 은퇴한, 외진, 퇴직자에게 주어지는', 'retiring 은퇴의, 퇴직의, 퇴거하는', 'retiree 퇴직자, 은퇴자']"
collection,"['1. 수집', '2. 컬렉션', '3. 전시회', '4. 모음집', '5. 수거']","['명사', '기본 : collection', '복수 : collections']","['garbage collection', '쓰레기 수거', 'field collection', '방문 수금', 'the collection of taxes', '징세', 'build a collection of stamps', '우표를 수집하다.', 'data collection', '자료 수집', 'build up a collection', '수집하다', 'make[take (up)] a collection', '모금을 하다', 'a large record collection[＝a large collection of records]', '수집한 많은 음반.', 'the collection contains[includes] A', '소장품 중에 A가 있다', 'an extensive[a large, a vast] collection', '방대한 소장품', 'a fine collection', '멋진 수집품', 'a unique collection', '독특한 수집품', 'a private collection', '개인 소장품', ""add to A's collection"", '수집품에 더하다', 'have a collection', '수집품이 있다', 'make[take up] a collection', '모금하다.', 'a collection of dust', '먼지 더미.']",-1,"['garbage collection 쓰레기 수거, 불요 정보 정리, 불필요한 정보 정리', 'take up a collection 헌금을 걷다', 'collection center 모금 행사장, 모집 행사장', 'make a collection of ~을 수집하다', 'collection service 채권추심업무']","['store 가게, 저장, 상점, 매장, 점포', 'stock 주식, 증권, 스톡, 재고', 'variety 다양, 여러종류, 여러 가지, 버라이어티, 갖가지', 'mass 대량의, 질량, 대중의, 집단의, 미사', 'pack 싸다, 꽉 들어찬, 갑, 채우다, 짐']","['baseball card 야구 카드', 'board game 판 위에서 말을 움직이며 두는 게임, 보드 게임', 'canvas 캔버스, 도화지, 캔버스 천', 'checker 바둑판 무늬, 일시 보관인, 현금 출납원', 'chess 체스']","['collect 모으다, 수집하다, 받다, 징수하다, 수신자 부담', 'collected 침착한, 모은, 수집한', 'collective 집단적인, 공동의, 총괄적인, 합쳐진', 'collector 집전장치, 수집가, 모으는 사람', 'collectively 전체적으로, 일괄하여, 단결하여']"
productivity,"['1. 생산성', '2. 생산력', '3. 생산 능력']",[],"['high costs and low productivity', '높은 비용과 낮은 생산성.']",-1,"['productivity growth 생산성 증가, 생산성 상승', 'increase productivity 생산성을 향상시키다', 'improve staff productivity 직원들의 생산력을 향상시키다', 'optimize productivity 생산성을 최적화하다', 'citric acid productivity 구연산 생산성']",-1,-1,"['production 생산, 제작, 제품, 프로덕션', 'reproduction 번식, 재현, 재생산, 복제', 'unproductive 비생산적인, 효과 없는, 불모의', 'reproductive 복사하는, 재생하는, 생식형 성원']"
foundation,"['1. 재단', '2. 기반', '3. 창립', '4. 토대', '5. 파운데이션']","['명사', '기본 : foundation', '복수 : foundations']","[""lay the foundation(s) of one's fortune"", '재산의 기초를 쌓다', 'lay[provide] the foundation for the postwar government', '전쟁 후 정부의 토대를 쌓다', 'This rumor is without foundation.[＝This rumor has no foundation in fact.]', '이 소문은 사실 무근이다.', 'a mansion built on a solid foundation', '견고한 토대 위에 세워진 저택.', 'The school has been nonsectarian since its foundation.', '이 학교는 창립 이래로 무종파이다.', 'a religious foundation', '종교 재단', 'Rockefeller Foundation', '록펠러 재단.']",-1,"['a solid foundation 탄탄한 기반', 'foundation day 호주 건국 기념일', 'serve as the foundation 토대의 역할을 하다', 'rockefeller foundation 록펠러 재단', 'non profit foundation 비영리법인']","['base 기반, 기초, 위치하다, …로 만든, 기지', 'support 지원하다, 지지하다, 뒷받침하다, 돕다, 유지하다', 'ground 지상의, 땅, 기반, 영역, 기본의', 'institution 기관, 협회, 부처, 학회', 'structure 구조, 구성하다, 건물, 조직']","['blush 얼굴이 붉어지다, 부끄럼을 타다, 색을 바르다, 브러시', 'blusher 볼연지', 'brush 닦다, 빗다, 붓, 털다, 브러시', 'callus 「못」, 굳은살, callus를 형성하다', 'emery board 금강사 판지, 손톱 미는 줄']",-1
means,"['1. 수단', '2. 방법', '3. 목적', '4. 부', '5. 수입']",[],[],"['end 종료, 끝나다, 말, 결국, 결과']","['By all means 모든 수단, 어찌, 물론, 꼭, 한편', 'by all means 모든, 물론, 어쨌든, 반드시, 한편', 'By no means 결코, 절대', 'by no means 결코, 결코 …하지 않다, 결코 … 아니다', 'by any means 결코, 아무래도, 어떻게든지']","['way 방법, 방식, 길, 방면, …점', 'system 시스템, 제도, 체계, 체제, 장치', 'agency 기관, 소속사, 대행, 에이전시, 대리점', 'process 과정, 공정, 처리, 프로세스, 가공하다', 'art 예술, 미술품, 미술, 아트, 기술']",-1,-1
decrease,"['1. 감소하다', '2. 줄다', '3. 줄어들다', '4. 떨어지다', '5. 축소되다']","['동사', '기본 : decrease', '과거 : decreased', '과거분사 : decreased', '현재분사 : decreasing', '3인칭단수 : decreases', '명사', '기본 : decrease', '복수 : decreases']","['decrease in population', '인구가 점차 줄다', 'His influence slowly decreased.', '그의 영향력은 서서히 줄어들었다', 'Our sales are decreasing.', '매출이 서서히 줄고 있다.', 'significantly[markedly] decrease', '두드러지게 줄다', 'slightly decrease', '약간 줄다', 'rapidly decrease', '급속히 줄다', 'steadily decrease', '꾸준히 줄다', 'gradually decrease', '천천히 줄다', 'The company decreased the number of workers.', '그 회사는 근로자의 수를 서서히 줄였다.', 'There has been a steady decrease in the crime rate for the past five years.', '지난 5년 동안에 범죄수가 꾸준히 줄어들고 있다.', 'an decrease in profits', '이익의 감소.']","['increase 증가하다, 늘리다, 인상되다, 확대하다, 상승하다']","['population decrease 인구감소', 'rapid decrease in population 인구의 급감', 'decrease the quantity 양을 줄이다', 'decrease death rate 사망률을 감소시키다', 'decrease rate of public facilities 공공 감보율']","['fall 떨어지다, 가을, 감소하다, 하락하다, 폭포', 'cut 삭감하다, 자르다, 줄이다, 중단하다, 인하하다', 'reduce 줄이다, 감소시키다, 줄어들다, 축소하다, 낮추다', 'contract 계약서, 계약, 맺다, 수축하다, 걸리다', 'loss 손실, 잃음, 사상자수, 감소, 패배']","['climb 오르다, 등반하다, 상승하다', 'collapse 붕괴하다, 무너지다, 망하다, 쓰러지다, 실패', 'crash 충돌하다, 추락하다', 'decline 감소하다, 하락하다, 거절하다, 줄다, 떨어지다', 'decrease 감소하다, 줄어들다, 줄다, 떨어지다, 축소되다']","['decreasing 감소하는, 차차 적어지는, 감소의', 'decreasingly 점점 줄어들어, 감소하여']"
greatly,"['1. 크게', '2. 현저히', '3. 엄청나게', '4. 많이', '5. 매우']",[],"[""greatly moved by a person's kindness"", '남의 친절에 몹시 감동 받은', 'He was greatly respected by his students.', '그는 학생들에게서 크게 존경을 받고 있었다.']",-1,"['greatly appreciate 매우 고마워하다', 'differ greatly from ~와 많이 다르다', 'be greatly pleased 흠뻑 기뻐하다', 'be greatly influenced by authors 작가들에게 큰 영향을 받다']","['very 매우, 아주, 정말, 굉장히, 가장', 'extremely 매우, 극도로, 굉장히, 지나치게', 'strongly 강력히, 강하게, 적극적으로, 완강히, 단호히', 'sharply 급격하게, 날카롭게, 빈틈없이, 격렬하게', 'deeply 깊이, 몹시, 정말, 깊숙이, 심도 있게']",-1,"['great 위대한, 큰, 훌륭한, 좋은, 많은', 'greatness 위대함, 탁월함, 굳건함']"
permission,"['1. 허가', '2. 허락', '3. 허용', '4. 승인', '5. 동의']","['명사', '기본 : permission', '복수 : permissions']","[""by (a person's) permission"", '(남의) 허가를 얻어', 'by[on] special permission', '특별 조치로', 'with your permission', '(구어) 지장이 없으시다면', 'without permission', '무단으로', 'grant[give] permission', '허가하다', 'ask for (written) permission', '허가(증)을 신청하다', ""ask a person for permission[＝ask a person's permission/ask permission of a person]"", '남에게 허가를 요청하다', 'get permission to do', '…할 수 있는 허가를 얻다(take permission이라 하지 않음).', ""We've got permission to climb the building."", '우리는 그 건물에 올라가는 것을 허가 받았다.', 'apply for permission', '승인을 신청하다', 'request [ask (for), seek] permission', '허가를 구하다', 'refuse permission', '승인을 거부하다', 'get permission', '허가를 얻다']",-1,"['without permission 허락 없이, 허가 없이, 무단으로', 'get permission to ~하는 허락을 얻다', 'without permission from ~부터의 허가 없이', 'give a government permission 관허를 주다', 'permission from a physician 담당 의사로부터의 허가']","['leave 떠나다, 남기다, 맡기다, 출발하다', 'license 면허, 허가, 자격증, 번호판, 라이센스', 'sanction 제재, 허가, 인정하다, 지지, 처벌', 'permit 허가하다, 허용하다, 허락하다, 용납하다', 'warrant 영장, 보장하다, 정당화하다']","['allow …할 수 있게 하다, 허용하다, 허락하다', 'ban 금지, 반대, 비난, 금하다, 금지령', 'debar 금지하다, 제외하다, 방해하다', 'deter 단념시키다, 방해하다, 저지하다', 'forbid 금지하다, 어렵게하다, 용납하지 않다']","['permit 허가하다, 허용하다, 허락하다, 용납하다', 'permissible 허용되는, 무방한, 소지가 허가된', 'permissive 허용된, 묵인된, 자유 재량이 허용된', 'impermissible 허용할 수 없는']"
key,"['1. 핵심', '2. 중요한', '3. 주요한', '4. 열쇠', '5. 키']","['명사', '기본 : key', '복수 : keys', '형용사', '기본 : key', '비교급 : more key', '최상급 : most key']","['the key to[for] a door', '문의 열쇠', 'under lock and key', '자물쇠를 잠그고, 엄중히 보관되어', 'duplicate a key', '열쇠를 복제하다', 'put[insert] a key in a lock', '열쇠를 열쇠 구멍에 넣다[끼워넣다]', 'turn the key in the lock', '자물쇠를 잠그다[집에 자물쇠를 걸다].', 'turn a key', '열쇠를 돌리다', 'leave a key', '열쇠를 두고 가다', 'hold the key', '열쇠를 가지고 있다', 'the key to A', 'A의 열쇠', 'a spare key', '예비 열쇠', 'a car key', '자동차 키', 'a door[house, room] key', '문[집, 방] 열쇠', 'a bunch of keys', '열쇠 꾸러미', 'the key to the mystery', '신비를 푸는 열쇠', 'a key to victory', '승리의 열쇠', 'have[hold] the key to[of]', '…의 열쇠를 쥐다.', 'Gibraltar, the key to[of] the Mediterranean', '지중해의 요충 지브롤터.', 'a natural[chromatic] key', '(피아노의) 흰[검은] 건.', 'the arrow key', '화살표 키', 'the function key', '(컴퓨터) 기능 키']",-1,"['key to 으로 가는 열쇠, 핵심, 비결, 관건, 답', 'a key role 중요한 역할', 'play a key role 핵심적인 역할을 하다', 'key role 중요한 역할, 핵심적인 역할, 주된 역할, 중추적 역할', 'in key 조화하여, 적절하여']","['important 중요한, 주요한, 중대한, 소중한', 'main 주요한, 주된, 중심적인, 메인, 주로 쓰이는', 'central 중앙의, 중심의, 중추 신경의, 본부', 'chief 장관, 최고의, 국장, 주요한, 추장', 'serious 심각한, 진지한, 정말, 중대한, 위험한']","['courtyard 마당, 안뜰', 'door chain 도어 체인', 'doorknob 문의 손잡이', 'dustbin 쓰레기통', 'elevator 엘리베이터']",-1
